LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,DEFAULT
100000,1,1,1,56,0,-1,-1,1,-1,1,27567,69794,60401,58653,51196,29585,13269,5552,20591,18055,17623,14130,0
80000,2,2,2,60,2,0,-1,0,2,6,23447,40251,20469,46325,10925,34657,1818,30180,11141,26910,3766,0,1
50000,1,2,1,61,-1,6,3,1,-1,1,24388,28447,13773,18120,14409,24175,7257,9942,5820,3815,4951,17628,0
80000,2,1,2,70,-1,1,2,2,1,-1,15833,38354,33145,29506,32081,43446,3674,6863,10615,15407,12964,13871,0
30000,2,1,1,46,0,-1,0,-1,0,0,12667,13726,14265,21211,10949,13520,4612,3177,3854,7209,0,1602,0
20000,2,2,1,57,-1,2,-1,1,0,0,8554,11108,2636,9214,11461,10796,3094,2723,1192,2733,4820,2478,1
30000,2,3,1,61,0,-1,0,-1,0,1,11874,14646,7739,6787,12583,21617,2762,3308,5759,1398,162,12869,0
20000,2,2,1,43,2,0,-1,0,1,1,9365,4312,14718,1800,10054,12472,3745,1344,286,138,3257,7481,0
100000,2,3,1,39,0,-1,6,4,2,0,3416,22188,38385,19951,32560,29192,2238,16368,12907,12396,6758,13686,0
100000,1,1,1,66,4,0,3,-1,1,3,26043,28304,53234,64069,65949,44442,5140,5898,30666,3085,38784,5116,0
300000,2,1,3,31,0,-1,0,3,-1,-1,198415,70892,6080,68193,57497,164718,82041,24162,1846,0,27069,79394,0
150000,2,2,2,71,0,1,6,0,1,0,2385,133243,74379,21720,50246,75035,1425,29114,36178,8245,18418,12401,0
10000,2,1,2,67,2,-1,3,0,3,3,8160,5111,8689,2021,4715,3147,5127,1649,5233,652,2656,0,1
200000,2,1,1,38,6,-1,0,3,1,-1,48153,23396,70759,99105,127996,75547,27965,9115,10338,18824,61932,41464,0
200000,2,1,2,48,3,-1,-1,-1,2,4,68504,98340,54656,76598,99212,124886,40118,46504,30638,33378,63801,0,0
50000,2,1,1,35,-1,3,2,-1,0,0,23535,23070,39452,5287,24084,14174,4784,5809,3196,1576,10229,8646,1
80000,2,2,3,62,9,0,-1,3,6,1,18774,25595,35423,28207,39653,60147,2993,6251,9273,3149,7446,18934,1
500000,2,3,2,60,0,1,-1,-1,1,2,187973,197049,301393,0,240277,134237,136884,112925,140733,0,13799,44282,0
80000,2,1,2,52,0,3,-1,-1,-1,1,21074,54257,36045,32365,53823,36320,14694,21733,3272,16737,33368,2569,0
200000,1,2,3,35,1,7,-1,0,-1,-1,76537,102502,116697,99493,148859,79172,25683,51749,49248,19849,134079,29634,0
20000,2,3,1,63,0,1,0,-1,-1,0,4654,12022,7263,13248,12050,11014,1315,4729,2791,10903,3923,5964,0
20000,2,1,2,57,-1,-1,3,0,0,-1,12947,7388,6008,8373,871,4394,4846,3212,1765,0,241,871,1
50000,2,3,2,23,2,7,-1,0,-1,0,9098,23537,29756,38565,19962,0,1239,13454,8713,10567,3313,0,0
80000,2,2,2,60,3,1,-1,1,2,-1,4336,41117,36813,35058,23553,15453,2995,13069,8830,6422,8534,8289,0
200000,2,1,1,71,3,8,0,-1,-1,-1,39165,46049,13830,79176,146427,107678,21626,17753,6793,36888,86062,2470,1
500000,1,3,1,32,0,-1,0,-1,-1,-1,181743,132715,165517,149334,274703,207074,73312,87743,104049,44958,116848,46989,0
50000,1,2,1,36,-1,2,-1,0,-1,-1,32847,25535,13417,10980,44449,24472,7359,11004,3055,1712,8588,3847,1
10000,1,1,2,25,3,0,-1,1,0,0,4181,7711,3914,2278,3218,2412,2760,3442,2112,0,997,1155,1
150000,1,3,3,67,3,1,0,0,-1,3,78288,45080,16176,73254,78617,46302,37180,9354,3387,8696,49017,21381,0
100000,2,2,2,25,4,1,0,3,1,-1,37241,26734,40440,23177,66521,76921,16118,1647,13883,6769,4699,0,0
20000,2,2,2,64,1,-1,3,0,0,2,10176,3958,8626,13369,14852,1621,2592,1163,4435,2270,8673,129,0
80000,1,2,1,45,0,4,0,2,0,-1,36727,64426,16109,0,23077,23551,15612,33571,4931,0,11760,12318,0
150000,1,2,1,72,-1,2,0,3,0,4,80091,71301,91881,32391,82628,12748,5577,1969,0,3932,35343,4544,0
150000,1,2,2,31,-1,-1,0,7,3,2,40109,80951,16869,53136,23798,50119,30723,1499,1031,22619,5207,6426,0
80000,1,2,2,60,0,3,2,-1,-1,1,50813,40140,60789,37722,51823,35537,23319,12173,9964,20737,51116,11367,0
30000,2,2,1,30,2,0,6,0,3,-1,10895,16825,2384,15904,7312,0,2698,7199,832,8464,2065,0,1
500000,1,3,3,57,-1,2,6,-1,4,1,334459,172908,221353,181489,183611,169021,165213,98426,0,83472,0,0,1
100000,1,2,1,28,0,-1,2,0,1,-1,31466,40971,52773,21553,69355,40811,20008,13562,16404,8938,20010,0,0
50000,2,4,2,40,0,9,0,-1,5,3,7495,0,49033,20738,10011,20732,3644,0,25595,0,3841,4386,0
30000,1,2,1,57,-1,0,-1,0,-1,0,20765,0,10192,16461,3850,22693,5491,0,2317,12742,1225,17836,0
150000,2,3,1,55,0,2,2,0,0,-1,22921,97840,106799,16444,72648,57479,14806,0,44248,1427,28873,27511,1
30000,2,1,2,49,0,3,1,2,-1,-1,16392,19861,16612,20950,10804,12744,1244,10979,9405,5658,68,0,0
20000,1,1,1,53,2,-1,0,0,-1,2,7470,10935,15636,6611,13624,1549,2646,6282,9452,1987,5801,736,0
80000,2,2,3,47,-1,1,5,0,6,-1,31723,48826,30934,17130,31778,26398,15388,7130,15182,2452,7801,17598,1
30000,2,2,2,66,7,0,-1,3,-1,-1,5535,18255,7011,15371,25034,15669,1933,8128,1705,1715,13172,4358,0
100000,1,3,2,27,4,-1,0,0,-1,2,46722,40522,65501,43816,46622,57868,22952,7125,18208,31294,34214,26764,0
20000,1,1,2,43,2,0,4,-1,-1,6,5842,6646,11543,5473,12823,2726,1480,2548,7551,998,3748,343,1
100000,2,2,1,70,2,-1,-1,0,1,1,25331,24466,38387,50442,43837,37017,659,7445,0,26972,4492,14346,0
30000,2,1,2,47,-1,0,-1,-1,0,-1,0,9582,31009,13487,15641,15160,0,2946,14401,3766,0,0,0
10000,2,2,1,25,2,-1,0,2,-1,-1,3889,578,2813,1346,8106,814,1485,341,425,723,6196,339,1
20000,1,1,1,62,-1,8,-1,0,0,-1,4813,4681,6014,10956,13340,9960,789,1226,1401,4546,10791,4146,0
300000,1,2,2,31,3,6,-1,-1,0,-1,78129,179710,168329,96048,131157,90614,7454,0,45524,19044,17332,40924,0
200000,2,2,1,73,0,1,-1,7,1,-1,61927,20032,29603,1582,92197,57374,24157,3443,5794,650,5333,29068,0
30000,2,1,1,29,1,0,0,0,-1,0,13145,14657,14670,19178,5969,879,2764,11146,4788,6274,887,314,0
150000,2,2,3,65,2,3,2,3,-1,5,40923,16434,46079,73512,95951,50000,4324,6520,19076,10523,23754,20603,1
100000,1,2,3,21,0,0,0,5,0,-1,34331,42108,42856,34805,34259,64818,11876,0,6366,8870,14948,19731,0
500000,2,1,1,64,0,-1,2,-1,0,1,226150,286849,137346,256919,250735,201174,0,108954,30721,0,75918,100604,0
50000,2,4,2,49,0,2,5,1,0,0,32422,0,16771,28189,8796,526,12195,0,0,6764,1170,203,1
100000,2,1,2,25,3,0,-1,0,8,-1,16429,22316,49212,0,31114,11287,2056,5366,24542,0,11828,4984,0
10000,1,1,2,36,6,-1,-1,-1,2,3,7103,5047,1797,600,2165,1656,2051,1595,735,181,29,537,1
50000,2,2,2,34,1,3,0,5,0,0,23783,0,34069,44122,13099,5891,10285,0,8569,16485,6319,1379,1
500000,2,2,2,60,0,-1,-1,2,0,-1,346245,212716,127284,87082,214979,193259,217562,15137,48820,55078,80224,92570,1
80000,1,2,1,37,-1,-1,-1,1,-1,4,39359,7485,24614,19878,25600,12311,14098,1990,10685,6824,14058,3799,0
30000,2,1,2,29,0,4,0,-1,2,-1,6337,12062,18261,28394,15875,10633,3252,7534,2008,7173,7162,4523,0
20000,2,2,1,71,-1,2,1,5,-1,-1,3099,11289,1190,5384,6164,9836,1030,5153,0,1400,175,3935,1
100000,1,1,2,52,3,-1,-1,2,1,1,70694,69376,58828,46837,81230,21698,18843,0,29344,19673,16335,14604,0
100000,2,3,2,53,2,-1,-1,-1,3,3,57174,81245,37494,10498,48042,43640,15237,20184,0,2324,17574,5444,1
50000,1,2,2,62,2,-1,0,0,-1,0,7529,31335,32526,18187,9694,15560,2339,18948,5795,10529,2096,5477,0
300000,2,2,3,27,-1,9,-1,3,-1,1,0,0,0,112330,50273,72979,0,0,0,75759,32581,23243,0
10000,2,3,3,59,0,4,0,-1,3,2,2552,3941,2493,7444,9246,4451,766,2359,1102,835,1631,2706,1
30000,2,2,2,41,0,-1,-1,3,1,-1,16201,7630,13507,11281,8722,21072,7948,175,10463,4606,1095,10886,0
300000,2,2,2,35,-1,0,2,-1,0,1,122512,92516,69083,152776,55942,127662,25196,16703,25755,54399,8058,53880,0
50000,2,3,1,54,1,0,0,3,-1,1,25937,10956,24132,7767,31476,21339,1720,5738,2766,0,19253,13047,0
30000,2,1,1,24,4,2,3,-1,-1,3,22823,16114,13945,2027,18031,17702,11788,5333,5392,1017,6252,7734,1
80000,2,2,1,32,0,0,8,-1,0,1,52289,24989,17994,33245,30059,54581,19994,4120,4703,20907,19232,10682,0
200000,1,1,2,54,4,-1,2,-1,-1,2,128561,68490,111651,46200,84393,89999,17875,8548,32508,26743,58918,8401,1
20000,1,1,2,74,3,0,3,-1,0,0,8529,8400,3127,0,6458,3459,5091,968,183,0,598,1541,0
300000,2,1,1,44,0,0,-1,0,2,2,27783,23558,188715,100949,147080,99357,6163,11892,46719,13518,67509,28350,0
150000,1,3,1,73,-1,2,-1,0,1,0,35497,82038,81012,32762,61222,98841,11966,34004,59348,16993,9342,20022,0
20000,2,2,2,41,0,-1,1,-1,4,1,13583,10965,9501,4988,10278,12022,6756,6648,3529,845,3567,2538,0
150000,2,1,3,58,0,0,1,2,-1,0,96883,78761,66588,4821,78555,30880,39005,28068,17517,1422,15754,4232,0
50000,1,1,1,63,0,-1,-1,0,1,0,23066,12469,21671,19541,14495,16641,4723,6502,10945,3863,6110,7584,0
50000,2,2,2,69,-1,-1,0,0,2,0,2372,12341,16294,7516,4883,20958,504,5325,10134,2722,2014,8820,0
150000,2,2,1,61,0,-1,0,1,0,-1,65176,29162,52322,36899,41500,24063,21728,17023,11494,17361,6102,5519,0
500000,2,2,1,48,2,4,0,0,0,-1,284047,380850,214755,150840,194135,270376,125365,237515,139819,102310,53753,132124,1
20000,1,2,3,23,0,-1,2,2,1,-1,12339,8294,8942,6285,6007,9478,6152,3397,2782,3482,2130,1133,0
50000,2,2,1,21,0,0,0,0,1,2,17791,32823,22978,29014,21666,8068,5322,10492,8265,5651,5742,0,0
80000,2,3,1,60,-1,0,0,0,0,5,15276,51460,33053,25839,47924,23659,5300,30850,0,4415,8196,3842,0
50000,2,2,1,31,1,2,0,0,-1,0,29448,23336,26403,15337,12591,22094,14425,10396,5847,1590,5748,2508,0
50000,2,3,2,72,3,-1,0,0,2,0,40011,24774,11715,18988,3915,9645,15931,8212,3627,8201,2135,2418,1
10000,1,1,1,40,0,0,5,-1,0,-1,4974,4533,0,5765,4254,1975,1649,2246,0,3026,347,0,1
100000,2,1,1,26,-1,2,-1,3,0,2,46795,33130,43367,49422,63911,49510,19722,21989,10356,2666,9615,9344,0
50000,1,1,3,74,-1,-1,3,3,1,-1,29532,10296,10571,18680,24951,6226,0,3395,3990,10233,10372,5277,1
20000,1,1,1,63,1,-1,4,3,5,0,5409,5751,9310,10421,14195,5076,2624,1598,5072,1544,7070,1942,1
200000,1,4,3,59,-1,-1,0,1,2,0,103185,27445,76015,71145,23490,46533,19007,0,31471,52973,8167,19428,0
150000,1,2,1,61,0,0,-1,7,-1,0,52540,16977,31088,96357,78743,41057,27346,12124,6989,38650,40793,30585,0
80000,2,2,1,56,-1,1,7,3,0,6,31625,44288,56287,28881,3663,37797,14537,1589,6665,654,1198,13791,1
30000,1,2,2,44,-1,-1,-1,0,-1,1,8182,9540,12994,7200,10279,11266,5280,2417,3919,3594,0,0,0
100000,2,2,1,66,-1,2,0,0,0,2,62771,71847,47672,44585,32083,45503,40692,24670,11639,22099,15483,20397,0
30000,2,1,1,50,0,2,-1,1,-1,0,17858,8067,14255,12312,5112,23743,10084,1500,1504,2462,524,6937,0
30000,2,2,2,63,1,4,0,1,0,3,10393,10800,10156,6907,15778,9354,2582,5136,4291,3573,7118,5391,0
150000,2,2,1,62,0,3,0,2,0,-1,17552,63372,54884,115893,21570,66686,5215,3033,20010,46576,12253,8863,0
10000,2,3,3,21,1,-1,-1,1,0,-1,6766,2506,733,4667,4767,5714,1692,1508,155,559,212,2360,1
20000,1,2,1,46,0,0,-1,0,3,0,13789,1287,6135,18458,854,9714,5790,319,4101,7278,385,2615,0
10000,2,3,2,30,2,-1,4,2,2,1,5259,3529,2319,3996,854,5988,3093,2616,1272,1836,194,3042,1
20000,1,2,1,40,-1,2,2,1,0,-1,7090,11843,8770,5942,13520,10442,3841,8319,2124,2158,4890,4535,0
10000,2,1,1,37,1,6,0,4,-1,3,4734,6254,3352,1795,225,2893,1298,2095,1005,863,0,1097,0
500000,1,2,3,36,3,-1,-1,1,0,2,118605,242814,128137,213785,214461,176289,63401,23124,54238,12393,85445,81681,0
30000,2,2,2,52,4,1,-1,6,0,0,5982,12267,14946,28065,15300,12774,3333,713,8064,12078,6012,5206,0
20000,1,2,2,29,4,2,0,3,5,1,8471,7478,8501,3492,8944,13857,4192,0,4688,821,3033,5858,1
30000,1,1,1,51,4,-1,0,0,6,3,7678,2475,11651,3483,18644,10002,2320,513,4077,1516,4510,3128,1
300000,2,1,1,47,3,-1,0,3,4,2,113423,0,57611,145872,127808,36288,24319,0,26764,79237,47342,13827,0
80000,2,1,2,42,2,0,0,-1,-1,-1,50223,48654,46400,37966,29283,53082,31099,6778,1284,17158,11785,7917,0
50000,1,2,2,69,-1,-1,2,-1,2,1,15277,14214,30038,24460,15065,12762,7912,6709,8360,7182,4560,8485,0
200000,2,3,1,67,0,0,2,-1,-1,-1,139248,5701,81285,85155,112211,31244,43233,1811,42210,22635,66084,16133,0
50000,1,2,1,41,-1,9,-1,-1,2,-1,18564,22117,20092,32908,1797,8953,2457,11025,6149,21922,641,882,0
50000,2,2,1,57,0,5,2,2,0,-1,35147,14965,27670,20172,16876,12696,24156,10878,2945,9630,7929,10944,0
30000,2,2,2,62,3,-1,-1,0,-1,-1,19513,16132,11530,12178,20437,11735,4950,3515,2597,5972,8518,1578,0
50000,1,2,1,62,5,2,0,0,2,1,36382,26225,40121,25334,31645,24080,2986,14220,10696,9502,14732,7491,0
30000,2,1,1,45,-1,0,0,0,0,0,21836,12511,11030,12817,5099,9304,12291,6097,4824,4692,2558,4722,0
100000,1,3,1,23,0,2,2,0,0,0,60110,48851,45119,7958,38967,9857,31149,27954,137,2616,14911,1593,0
30000,1,1,1,23,0,0,0,0,-1,1,3825,15788,14059,8578,15774,8906,711,7184,0,4139,2578,4733,0
80000,2,1,2,24,0,0,0,1,-1,-1,26761,30585,75049,51322,51720,57202,8249,12877,35712,26479,12655,8360,0
10000,2,1,2,74,0,-1,1,1,1,1,4877,4697,2419,6881,1158,2277,1013,1265,244,4955,433,1421,0
20000,2,1,1,65,0,0,5,7,2,-1,9862,6590,4553,7046,3453,11804,4594,682,1371,3756,1597,6544,0
50000,1,2,1,62,9,1,5,0,0,-1,43072,21160,12246,18982,12130,24735,10291,4844,5350,3511,5885,14255,1
300000,2,1,2,57,1,2,-1,3,-1,-1,57406,160382,135856,159472,166267,164318,29519,23332,37408,63547,50431,9713,0
50000,2,2,1,54,6,-1,0,-1,3,-1,29620,26795,14840,27250,9053,11917,21448,4915,9097,13991,4065,2997,1
100000,2,2,1,30,-1,-1,-1,1,0,6,42174,0,43766,43975,34389,30115,4732,0,0,14057,19478,10933,0
30000,1,2,1,67,0,2,6,-1,-1,1,12722,18752,21579,12749,12188,11851,1912,8740,6959,3714,1566,0,0
20000,2,1,1,51,6,0,-1,0,-1,1,4818,15151,10654,15694,6054,9563,730,4520,6048,3376,513,3639,0
10000,2,2,1,45,0,3,-1,9,0,-1,2606,6234,4110,2545,6729,0,1111,2758,1656,159,4213,0,1
30000,2,2,1,22,0,7,-1,2,2,2,8960,14884,21888,11056,12004,5609,0,988,6817,3379,6308,1279,0
20000,1,1,2,29,2,-1,1,0,1,0,5949,3796,13146,5896,4092,5479,3293,1789,2292,1200,0,3979,0
20000,2,3,1,50,2,-1,-1,0,-1,3,7497,4333,18582,1503,5074,10833,0,1977,3568,212,282,2683,0
150000,2,1,1,45,3,2,2,-1,1,2,32618,29410,57016,16681,53922,59515,15865,20582,18581,7878,6186,30917,1
10000,2,2,1,51,2,0,-1,-1,-1,0,5150,6369,5056,1363,1211,127,1190,3230,1811,472,413,59,1
80000,2,2,1,49,6,-1,0,0,0,-1,29420,25641,40984,11290,16377,30521,15627,5658,13033,4174,7121,7761,0
50000,1,1,2,34,2,0,0,-1,-1,-1,17102,22109,24724,34720,39253,28636,4278,893,9322,17813,10992,12825,0
80000,1,3,1,48,-1,0,-1,4,8,3,23453,44298,37580,77048,16854,60784,4980,21816,22603,17125,12780,25714,0
80000,2,1,2,28,2,-1,0,4,1,-1,16204,43770,31606,69094,46834,17861,8973,20945,12222,6481,7090,4997,0
30000,1,2,2,59,0,-1,0,0,0,1,10337,23831,12688,13703,14545,14405,5218,2581,3318,2055,3290,1772,1
30000,2,1,1,63,0,0,0,1,0,-1,2826,1925,25862,12704,12027,18283,1319,0,10772,4874,6967,10714,0
150000,2,2,2,57,0,2,-1,-1,2,0,5178,21148,81771,62430,77463,70079,2109,4416,43738,6924,18329,24335,0
200000,1,3,2,47,0,-1,-1,2,0,0,20568,50535,9851,117823,128623,113878,1776,20587,5006,97497,61143,15705,1
20000,2,2,2,73,3,0,0,0,1,1,3148,10478,10041,11619,6396,10859,1146,2864,1193,4965,1426,6336,0
20000,2,1,1,29,-1,0,-1,1,0,3,6396,6842,6165,7990,5504,7546,1667,3092,793,1886,2947,2021,0
200000,2,2,2,33,2,-1,-1,-1,1,-1,85588,35826,74957,172097,49933,45740,17970,10633,26925,79865,22237,17369,0
50000,2,2,1,61,5,0,0,5,4,-1,43354,15521,17841,26311,15467,6469,23667,7563,9435,16662,9241,2781,1
80000,1,2,1,40,1,0,0,1,5,0,3095,26023,38704,42739,38632,56774,1912,8959,5277,10285,4971,15300,1
50000,2,3,2,36,2,1,0,0,-1,0,24078,18264,27303,25709,24054,15666,8022,1660,16303,1032,9411,4297,0
20000,2,3,1,30,0,2,-1,1,-1,4,10446,3128,6717,8177,7632,12499,4650,621,1729,2580,2211,2900,0
80000,2,1,1,45,0,2,0,-1,0,0,27744,11538,56843,34522,0,22165,7599,8285,17704,10805,0,10940,0
80000,1,2,2,23,2,0,0,1,0,0,31299,16197,30547,7436,33024,56922,12321,9981,14479,810,18001,38524,1
30000,1,3,1,35,0,0,0,0,4,0,6668,17058,10096,14448,15359,16028,0,5195,5242,5817,4271,4982,0
50000,2,1,1,21,-1,1,-1,-1,-1,0,35366,7647,24972,10154,9981,22923,13705,3084,9878,4353,5356,4327,1
150000,1,1,2,69,1,6,1,0,0,-1,64844,62481,75851,61450,21093,84129,9561,19568,38958,0,9601,31612,0
100000,2,1,1,35,5,-1,0,-1,0,0,13411,58909,48199,39588,49993,47749,2072,13510,9366,8711,25446,0,0
20000,1,1,1,36,1,0,0,2,0,1,7519,8461,9798,0,5329,12333,666,1779,2092,0,558,4256,1
80000,1,3,2,31,3,-1,0,-1,-1,-1,44956,50204,29018,25445,30487,21861,20143,31513,6730,5922,16875,9628,0
100000,1,2,2,21,-1,2,1,-1,0,0,26987,68036,71410,68698,29432,41647,12616,7132,10811,35115,21460,12705,0
150000,1,2,1,39,0,2,-1,-1,1,-1,46215,65861,8149,82035,66152,10599,25845,13905,2219,61601,19879,267,0
100000,2,1,1,30,0,-1,-1,2,0,0,59171,41706,44791,42408,72061,21242,9344,8842,7289,5389,42644,2811,0
20000,2,1,2,28,1,2,-1,0,-1,-1,7310,8498,3394,13744,10389,9277,2755,256,1962,3989,0,1108,0
150000,1,2,1,40,-1,0,2,-1,0,0,96527,23436,65219,57525,59022,52774,26698,3320,10456,15286,27809,5411,0
100000,1,2,2,29,0,-1,0,-1,0,1,56382,45841,70413,35198,34741,32024,31938,20824,0,16358,18634,12168,0
10000,1,2,1,27,1,-1,-1,-1,-1,3,3549,3929,2042,8522,2643,3666,2153,595,262,3909,861,1905,0
50000,1,1,1,70,0,-1,1,1,-1,0,44034,19614,16494,19068,12668,3311,17896,9892,10374,9515,9867,1536,1
50000,2,2,2,32,-1,0,0,2,2,2,19654,12155,15159,18004,18884,30563,3034,1921,4634,2441,7404,8169,1
100000,2,3,1,43,0,0,2,1,0,1,41953,10354,3062,43751,67626,55680,2164,3735,447,9373,14756,17761,0
30000,2,2,1,59,2,7,-1,2,0,0,17405,9228,17852,21566,13922,8903,5388,3286,5302,8795,5839,4291,1
100000,2,2,2,61,1,4,-1,3,1,0,41708,23,50138,25525,4925,75685,8104,6,5971,6328,2453,0,0
300000,2,1,1,56,2,5,0,-1,-1,0,151206,123968,110610,44173,178832,211252,0,67093,43497,8523,35157,59353,1
150000,2,1,1,46,0,0,1,2,0,0,87989,32675,31445,121663,63653,72319,34692,13829,9595,36918,36545,16072,1
300000,2,2,2,60,2,-1,0,-1,0,-1,90279,82703,140750,56589,58923,161040,43579,40655,39708,10009,12421,7306,0
500000,2,2,1,30,0,-1,1,-1,-1,2,172922,312571,144497,172538,239659,163762,94372,94535,86501,35717,140812,66774,0
10000,2,1,1,45,2,0,-1,0,5,2,5639,2011,2884,4623,5497,2035,3467,548,1156,1091,1293,706,0
100000,1,1,1,50,0,0,0,0,2,-1,39125,27863,15865,0,8177,44073,14460,20410,2005,0,4311,12954,0
50000,2,2,1,63,-1,0,1,0,-1,0,18458,19491,30649,26550,28658,21987,12623,0,14365,24546,8780,17604,1
200000,2,1,1,57,8,-1,2,-1,-1,-1,35742,33007,100160,37727,63517,62307,13668,8610,4880,13879,13664,10627,1
30000,2,3,3,62,2,0,3,0,-1,3,16977,11544,15809,13460,23248,11823,0,2796,2656,11290,9316,5760,1
500000,1,2,2,53,2,3,0,-1,2,1,322614,152092,277361,152600,369822,113866,47352,48986,159466,101520,58313,39377,1
100000,2,2,1,71,4,1,0,-1,-1,-1,22235,44542,48127,47532,99248,35243,7838,27542,18316,11065,34945,10150,0
150000,2,1,2,64,6,3,2,2,0,-1,48912,89372,87190,57166,64930,66336,12346,28072,10608,21311,52184,6331,0
20000,1,3,1,56,0,-1,1,5,3,4,4742,8377,8466,4196,6466,10118,1043,1327,5144,808,3850,2927,1
20000,2,2,2,72,-1,-1,0,2,1,3,3836,5952,16486,16603,10967,10314,1728,1238,11819,4852,3289,758,0
150000,2,2,1,63,1,-1,-1,0,4,2,59943,95934,73451,0,78986,91490,51045,22307,27895,0,52562,0,0
10000,1,1,3,73,3,0,-1,2,6,0,5848,4866,5371,5328,3716,4935,330,447,0,997,2741,917,0
200000,2,1,2,23,1,5,-1,0,-1,1,110072,77778,34036,85286,39008,90588,32512,6431,16450,36627,0,22051,1
10000,1,2,2,52,0,6,0,0,2,-1,1634,4062,1766,6304,4281,4791,202,3193,442,2784,1712,1081,0
100000,2,2,1,55,0,3,3,1,2,-1,60443,58528,58016,8602,73586,22757,7323,19644,28400,436,33063,3252,0
50000,2,1,2,38,-1,0,-1,-1,-1,2,23608,12237,23225,6402,20732,15128,7592,10124,4374,1559,13305,734,0
100000,2,1,1,50,-1,3,-1,2,-1,0,30279,76673,67778,66097,65309,0,7941,51616,46291,31485,16573,0,0
100000,2,1,3,39,-1,3,0,3,-1,-1,16753,63495,36086,47225,73202,36515,11914,16237,1883,20458,10237,7076,0
50000,2,2,1,32,0,0,2,-1,5,-1,30253,7750,14837,26663,7852,13997,6325,3291,4676,10080,1247,3732,0
20000,2,1,2,54,0,0,2,2,1,0,5984,2367,3844,9436,9955,9799,2044,10,684,5093,3035,4777,0
10000,1,2,2,24,0,0,0,0,-1,0,3617,4525,4131,3408,4757,1645,1413,2058,1830,1656,351,1140,0
80000,2,2,2,44,-1,0,3,0,-1,1,0,77044,26375,24280,5156,7689,0,36055,6844,18706,3662,2234,0
80000,1,2,1,27,-1,1,0,2,0,0,16128,1426,31434,6350,60281,32686,7790,478,3973,3240,47055,16036,0
150000,1,1,1,68,0,-1,-1,3,5,-1,25867,55645,44898,12171,66742,50730,16352,14090,10990,6676,40152,21794,0
80000,2,1,1,37,0,-1,-1,-1,0,-1,30466,0,24558,35801,67630,36513,3862,0,141,10036,28232,14292,0
50000,2,2,2,67,-1,0,-1,0,5,0,38257,11957,24646,21018,25098,9315,4967,1449,1908,7021,15918,2186,0
50000,2,1,3,59,0,0,-1,0,2,1,24343,29305,20548,12076,20582,9209,3911,10266,6464,6340,13010,4731,0
10000,1,2,2,70,2,2,-1,0,0,6,2915,4909,4009,6651,1641,5445,1228,221,0,3535,399,654,1
50000,1,2,2,44,-1,0,-1,0,-1,0,17000,33397,13836,26237,16358,21826,3490,16758,4879,19526,7225,14140,0
500000,2,4,2,36,0,-1,-1,0,-1,1,0,107066,90415,181176,71021,209134,0,67302,37210,38871,36888,59495,0
200000,1,2,2,45,-1,0,2,0,1,1,159144,129991,106978,95889,69279,72283,51220,42220,43867,36240,0,37979,1
50000,1,1,2,39,1,2,1,1,-1,-1,6207,29329,30602,15789,29206,18376,3523,14020,9734,9766,9202,3777,1
80000,2,2,1,46,3,-1,0,0,-1,3,52022,27540,14515,32982,36516,36981,24728,13808,5931,9873,23602,10050,0
200000,2,3,1,53,-1,2,-1,0,-1,-1,52499,43226,68620,73473,67739,34629,43176,10861,14924,12618,24867,3913,0
50000,1,3,1,34,4,-1,2,0,4,-1,16863,23883,38198,17645,16825,24714,6651,10042,17389,9705,6837,13195,0
10000,1,3,2,64,-1,0,-1,2,-1,4,4812,6233,5491,6924,4932,4031,1414,2640,0,5389,597,1716,0
10000,2,3,1,43,-1,0,0,-1,2,-1,2027,2996,1303,4340,1843,1703,1511,1584,604,810,960,840,0
80000,2,1,2,51,6,1,0,-1,0,-1,757,28436,34293,13570,38278,36257,168,7822,10836,6107,0,4317,0
500000,1,1,1,39,2,-1,-1,3,-1,2,310564,244909,225433,265510,243950,0,123447,13973,125756,110610,99103,0,1
100000,2,2,2,50,0,-1,-1,1,2,0,76902,47087,42614,28833,42126,49499,47113,20208,9954,4620,27451,15669,0
10000,1,2,1,67,0,2,0,0,5,0,10166,5138,148,2129,4830,3902,3817,0,44,4,2862,1261,1
20000,2,1,1,46,0,0,0,2,2,0,6278,3645,12708,4956,0,6706,3123,1198,2106,1885,0,1376,0
150000,1,1,1,28,-1,0,0,0,-1,-1,49521,68541,20315,71546,0,53526,14720,21935,6947,36791,0,2530,0
200000,2,3,1,42,5,-1,0,0,3,1,23848,160284,115839,33306,20200,71351,0,150473,5551,9890,5037,37882,1
100000,2,3,2,47,0,2,3,1,0,1,44074,62220,20824,34054,28353,52108,20373,46300,11719,11322,13288,9044,0
100000,2,1,1,50,2,-1,1,0,2,-1,36319,3646,27002,25115,35061,16842,3714,1315,13227,8996,4631,5822,0
10000,2,1,2,54,2,2,4,0,3,1,6989,1996,1938,4607,4463,856,3896,99,405,1531,961,318,1
